consumer_id,payment_type,payment_date,payment_amount
343866395672,71957 boleto,2021-03-28,R$ 1120.7
215553816837,730081 debit card,2021-04-30,R$ 11590.1
396813913637,135572 debit card 379453,2023-01-01,R$ 8535.6
446039262566,844044 debit card 124230,2022-04-19,R$ 2166.4
241143435764,220690 Boleto 349029,2021-09-26,R$ 2921.4
991878575072,157920 CREDIT TYPE,2020-05-18,R$ 4074.2
681306632429,335791 PIX@@,2020-07-24,R$ 8526.6
241143435764,Boleto 995152,2022-05-05,R$ 750.7
916089543181,170985 credit_card 426045,2021-01-05,R$ 8684.7
472648277876,115262 BOLETO++,2023-03-05,R$ 4903.9
432181322622,258599 boleto 496515,2023-01-23,R$ 5162.3
472648277876,646555 debit card 152764,2020-05-30,R$ 14079.3
83478781255,389211 credit ELO,2021-12-02,R$ 3349.6
806716553933,PIX 143223,2022-03-16,R$ 12936.9
874586818177,851369 DEBIT 807534,2022-05-12,R$ 2866.4
866988917063,583324 BOLETO 858014,2022-05-17,R$ 9901.5
866988917063,463784 PIX@@,2021-05-14,R$ 8672.9
786587308278,debit card 51602,2020-08-01,R$ 15398.5
472648277876,148012 PIX,2021-01-02,R$ 8896.9
94854400223,credit 753881,2020-10-11,R$ 7050.5
790761018077,634620 credit MASTERCARD,2021-05-25,R$ 14676.6
408872306889,335791 PIX@@,2020-04-01,R$ 6295.1
548272197141,136536 Pix 137081,2021-09-10,R$ 5519.5
64917395004,Pix 323856,2020-07-06,R$ 3970.3
457509068524,888644 Boleto 965186,2020-06-29,R$ 9009.1
729179824618,327148 boleto,2022-02-14,R$ 11424.2
31691588327,765892 debit card 56325,2022-02-10,R$ 5748.0
408872306889,credit_card 310556,2022-11-29,R$ 586.7
874586818177,907128 debit card,2020-09-25,R$ 8115.2
524612336731,832488 credit 95934,2022-06-01,R$ 4732.4
611332772073,14912 credit MASTERCARD,2022-09-13,R$ 1218.6
786587308278,885652 DEBIT 337491,2021-12-14,R$ 1970.0
246014869667,DEBIT 837568,2021-08-19,R$ 15457.9
559423839138,DEBIT 479217,2022-03-30,R$ 2599.3
611332772073,229097 PIX 211447,2020-07-04,R$ 1342.9
94854400223,CREDIT TYPE 145741,2022-02-14,R$ 15532.9
681306632429,debit card 31092,2020-12-16,R$ 998.9
790761018077,309819 credit,2021-09-05,R$ 14213.2
457509068524,credit_card 648831,2022-10-13,R$ 4670.9
634087794043,debit card 4047,2021-11-06,R$ 12754.6
537718118852,697130 credit,2022-11-22,R$ 1144.7
264206396408,957725 boleto 85131,2020-10-29,R$ 9720.0
36738166061,463784 PIX@@,2022-12-23,R$ 1496.7
396813913637,412388 credit ELO,2021-03-30,R$ 157.9
280232672886,792092 debit card 372652,2023-01-24,R$ 12471.5
298728267101,CREDIT TYPE 750483,2022-10-30,R$ 6313.6
288349499752,DEBIT 307842,2021-06-05,R$ 9070.4
554496297587,BOLETO++ 967332,2021-01-03,R$ 12133.8
859675575665,458644 PIX@@,2022-09-11,R$ 5281.5
569693067703,debit card 772277,2020-02-25,R$ 9357.3
447416760995,937696 boleto 438298,2022-04-02,R$ 12793.8
790761018077,157920 CREDIT TYPE,2021-12-16,R$ 7728.3
344181374711,236630 PIX@@ 103272,2021-02-09,R$ 7679.3
790761018077,475998 CREDIT TYPE,2020-11-29,R$ 1656.7
74871225567,254437 credit,2021-02-15,R$ 12416.9
594284671075,boleto 999928,2021-04-21,R$ 394.0
457509068524,652079 CREDIT TYPE,2022-11-20,R$ 12508.5
408872306889,165489 credit MASTERCARD 476245,2023-01-02,R$ 13304.8
288349499752,542726 DEBIT 709727,2022-08-22,R$ 3805.5
375616648160,debit card 482312,2020-11-20,R$ 12485.2
80944542022,290267 debit card 28249,2020-05-21,R$ 6673.5
396813913637,921266 Pix,2021-12-18,R$ 4224.7
970765234831,730081 debit card,2020-01-30,R$ 3678.5
563249531684,Pix 152683,2023-02-16,R$ 9838.7
36738166061,credit MASTERCARD 784284,2020-04-16,R$ 13323.1
569693067703,debit card 51602,2020-01-17,R$ 7292.6
215553816837,Boleto 719751,2022-02-16,R$ 12927.3
556463592229,credit MASTERCARD 784284,2021-11-15,R$ 5302.9
979511667951,debit card 610597,2020-07-04,R$ 15293.5
554496297587,542972 Pix,2023-01-26,R$ 4668.5
727387933243,credit 538872,2022-07-09,R$ 759.1
286257776252,886200 piX,2022-04-25,R$ 3310.5
866988917063,851369 DEBIT 807534,2022-07-29,R$ 641.3
435001420498,152979 piX,2022-05-10,R$ 3196.8
557477458248,BOLETO++ 530163,2021-07-06,R$ 2860.9
288349499752,317783 debit card,2021-04-22,R$ 9813.4
144886524133,14912 credit MASTERCARD,2020-02-02,R$ 15234.2
246014869667,542972 Pix,2022-10-04,R$ 13725.5
569693067703,184934 BOLETO,2022-02-09,R$ 2482.4
417928180760,DEBIT 260651,2020-07-21,R$ 3307.8
634087794043,993216 debit card 783912,2020-10-24,R$ 13141.3
432181322622,190664 credit ELO,2020-05-20,R$ 1434.2
515648004009,494004 credit_card,2021-03-07,R$ 13560.1
446039262566,652079 CREDIT TYPE,2022-12-19,R$ 1735.9
288349499752,645276 credit_card 757261,2020-03-29,R$ 9030.9
264206396408,credit 597169,2020-11-07,R$ 11405.3
550322955051,debit card 351264,2021-07-17,R$ 15038.6
343866395672,766651 boleto 540932,2023-01-05,R$ 3989.9
790761018077,743769 pix,2020-06-06,R$ 14331.2
916089543181,credit MASTERCARD 404830,2021-01-12,R$ 6559.8
396813913637,289275 boleto 882655,2020-06-02,R$ 10856.6
916089543181,730081 debit card,2023-01-21,R$ 9699.8
286257776252,628762 debit card 476766,2020-10-01,R$ 10193.5
909987131450,credit_card 98311,2020-07-23,R$ 15459.0
213868862794,116867 DEBIT 838793,2021-02-19,R$ 11230.6
387198526728,boleto 435189,2020-06-23,R$ 11643.9
727387933243,463959 pix,2020-07-27,R$ 12644.8
343866395672,883740 credit 137718,2020-11-26,R$ 5754.3
288349499752,811485 PIX 990313,2020-07-27,R$ 9139.0
557477458248,BOLETO++ 980588,2022-01-20,R$ 1872.9
276397454361,782698 PIX@@ 14597,2020-11-17,R$ 11462.6
83478781255,204407 BOLETO++ 997399,2022-06-19,R$ 1371.1
634087794043,126106 pix,2023-03-09,R$ 14939.5
677039694449,830377 boleto,2023-01-05,R$ 10080.9
594284671075,boleto 435189,2021-02-27,R$ 2484.1
285060886299,569986 BOLETO 776363,2020-06-21,R$ 10065.3
213868862794,18497 boleto,2021-11-15,R$ 1534.0
344181374711,845654 DEBIT 351895,2020-08-02,R$ 6884.7
866988917063,957725 boleto 85131,2022-12-19,R$ 5958.3
346748702943,521358 credit ELO,2022-09-25,R$ 7172.9
557477458248,792092 debit card 372652,2021-11-24,R$ 10191.7
576658664149,609874 credit ELO,2022-04-24,R$ 8057.4
36738166061,CREDIT TYPE 322931,2021-10-17,R$ 9840.2
924529270294,408794 Boleto 622204,2023-02-18,R$ 7349.8
344181374711,704858 Boleto 551814,2023-02-10,R$ 2554.4
264206396408,419915 debit card 355557,2021-06-09,R$ 10611.8
241143435764,982484 debit card 25249,2020-09-27,R$ 810.3
774463871553,419915 debit card 355557,2021-04-17,R$ 5263.8
768789776296,609874 credit ELO,2022-08-01,R$ 11708.2
729179824618,202934 PIX@@ 357298,2022-04-28,R$ 15301.4
537718118852,pix 532490,2021-03-24,R$ 7514.9
213868862794,DEBIT 259207,2023-03-15,R$ 5544.2
594284671075,277959 boleto 823084,2021-07-10,R$ 13050.7
246014869667,credit_card 81940,2021-05-01,R$ 3621.0
288349499752,292501 boleto,2021-04-21,R$ 4034.8
576658664149,799227 BOLETO++ 513703,2023-02-04,R$ 14049.6
344181374711,PIX@@ 172359,2021-07-26,R$ 742.8
246014869667,542972 Pix,2021-01-25,R$ 11146.4
457509068524,BOLETO 774615,2021-01-26,R$ 10179.6
344181374711,903694 credit ELO 614209,2020-03-03,R$ 15169.0
138664856189,793986 credit_card 255657,2020-11-21,R$ 12901.4
457509068524,742530 BOLETO,2021-06-13,R$ 1399.9
255541826046,BOLETO 774615,2022-06-23,R$ 9559.1
255541826046,credit 898332,2022-06-02,R$ 394.4
666005766278,462142 piX 165343,2021-12-27,R$ 14125.8
790761018077,533638 debit card,2021-12-29,R$ 620.8
435001420498,438283 credit_card 887651,2021-02-24,R$ 12605.6
435001420498,BOLETO++ 645556,2022-12-16,R$ 14123.6
375616648160,628762 debit card 476766,2022-12-18,R$ 14894.3
515648004009,debit card 985934,2022-07-10,R$ 102.9
99916484487,696907 DEBIT,2020-08-14,R$ 11965.9
727387933243,533638 debit card,2022-02-11,R$ 2887.9
286257776252,679673 Boleto 861516,2020-09-06,R$ 7218.0
438089492676,236630 PIX@@ 103272,2020-03-04,R$ 367.0
681306632429,BOLETO++ 248351,2021-02-20,R$ 1239.7
457509068524,debit card 910408,2020-12-22,R$ 12514.3
681306632429,521358 credit ELO,2022-02-06,R$ 2004.8
457509068524,634137 BOLETO,2022-10-03,R$ 7246.4
580873576795,907128 debit card,2020-04-19,R$ 15249.5
144886524133,PIX@@ 172359,2020-09-16,R$ 5808.2
515648004009,PIX 264424,2022-07-21,R$ 1712.0
99916484487,BOLETO 119081,2022-02-25,R$ 109.3
83478781255,542726 DEBIT 709727,2020-06-08,R$ 2341.0
144886524133,957725 boleto 85131,2020-11-07,R$ 12528.2
447416760995,credit 898332,2023-03-28,R$ 11933.1
880010302690,BOLETO 774615,2021-04-25,R$ 5528.5
264206396408,PIX 667323,2023-03-20,R$ 2971.7
264206396408,PIX 667323,2022-07-15,R$ 2255.2
215553816837,117767 BOLETO,2022-04-25,R$ 2950.2
432181322622,509259 PIX@@,2020-09-06,R$ 4060.0
271043982658,263996 DEBIT 611501,2020-01-04,R$ 9669.1
550322955051,327148 boleto,2023-03-03,R$ 13805.4
681306632429,937696 boleto 438298,2021-09-24,R$ 11110.6
364560919590,405053 DEBIT,2021-08-24,R$ 12278.9
681306632429,debit card 953681,2020-03-18,R$ 8559.7
213868862794,290267 debit card 28249,2020-09-02,R$ 1890.4
472648277876,277959 boleto 823084,2020-08-15,R$ 14729.0
537718118852,190664 credit ELO,2020-12-03,R$ 2954.0
727387933243,PIX 279638,2020-11-04,R$ 15038.4
727387933243,463784 PIX@@,2021-08-27,R$ 1224.1
550322955051,603230 pix 486771,2020-09-25,R$ 3962.5
557477458248,151708 piX 378184,2022-12-22,R$ 3514.9
557477458248,524063 debit card 201331,2022-05-15,R$ 9443.0
298728267101,523868 PIX@@,2023-02-13,R$ 2680.8
408872306889,543573 CREDIT TYPE,2020-01-02,R$ 14862.9
866988917063,PIX 279638,2020-02-29,R$ 13828.4
876385294853,711921 credit_card,2020-09-28,R$ 14179.4
255541826046,148481 credit,2020-10-12,R$ 15358.2
563249531684,548593 credit ELO 568412,2021-07-07,R$ 6419.0
786587308278,222730 CREDIT TYPE 866028,2022-11-25,R$ 7745.3
580873576795,debit card 311103,2020-09-12,R$ 14324.2
285060886299,662419 credit,2022-05-16,R$ 5474.7
916089543181,571681 piX 187932,2020-08-07,R$ 15379.6
677039694449,153793 BOLETO,2023-03-11,R$ 7477.8
671730620024,BOLETO++ 530163,2021-02-19,R$ 13659.1
396813913637,563304 PIX@@ 718841,2020-03-30,R$ 2982.5
94854400223,CREDIT TYPE 986288,2023-03-03,R$ 7575.3
238954566695,851369 DEBIT 807534,2020-07-09,R$ 10839.7
246014869667,957521 CREDIT TYPE 86491,2020-11-28,R$ 2958.9
375616648160,credit_card 391212,2020-12-25,R$ 4409.6
112269020567,222730 CREDIT TYPE 866028,2022-04-07,R$ 13871.1
550322955051,998049 credit_card 942259,2020-08-09,R$ 9832.7
264206396408,383803 piX 695362,2023-03-12,R$ 11412.4
916089543181,645276 credit_card 757261,2020-02-08,R$ 10074.8
681306632429,193506 Pix,2021-06-06,R$ 1505.1
36738166061,633584 pix 485313,2020-09-30,R$ 7828.5
215553816837,boleto 364547,2021-12-20,R$ 9520.1
364560919590,138012 credit 856499,2021-02-15,R$ 6356.1
138664856189,850276 credit,2021-11-15,R$ 7801.3
727387933243,999594 debit card 705168,2020-09-08,R$ 15410.1
280232672886,268645 Boleto,2022-03-09,R$ 5725.4
774463871553,110372 debit card,2022-12-14,R$ 986.3
611332772073,debit card 31092,2022-10-05,R$ 2911.2
563249531684,credit MASTERCARD 361672,2022-07-29,R$ 12061.4
246014869667,541429 CREDIT TYPE,2021-07-20,R$ 4591.5
286257776252,628762 debit card 476766,2021-05-17,R$ 12583.4
138664856189,credit 629960,2020-05-30,R$ 6974.5
611332772073,Pix 152683,2020-03-09,R$ 4505.6
31691588327,BOLETO 642058,2020-05-10,R$ 14871.1
375616648160,309819 credit,2020-03-08,R$ 1976.9
144886524133,debit card 772277,2020-05-13,R$ 8808.4
225005483108,899403 DEBIT 976158,2020-04-27,R$ 5163.3
515648004009,788012 debit card 376267,2020-07-18,R$ 4926.7
298728267101,494004 credit_card,2023-02-13,R$ 3909.9
447416760995,debit card 51602,2020-09-30,R$ 9896.3
280232672886,111434 BOLETO++ 134017,2022-11-02,R$ 5612.3
285060886299,605130 credit_card 282851,2023-01-28,R$ 11422.9
255541826046,603230 pix 486771,2020-12-18,R$ 1562.8
364560919590,458644 PIX@@,2020-08-05,R$ 363.5
288349499752,405638 credit_card 59879,2021-08-30,R$ 3627.4
288349499752,993216 debit card 783912,2021-02-09,R$ 9330.0
446039262566,18497 boleto,2022-01-19,R$ 7782.6
280232672886,credit 538872,2023-02-09,R$ 1984.4
563249531684,credit_card 364090,2022-06-15,R$ 9544.7
435001420498,440893 debit card,2020-10-15,R$ 12382.9
364560919590,debit card 162812,2020-07-18,R$ 5981.0
876385294853,CREDIT TYPE 369307,2020-01-23,R$ 9245.5
876385294853,826493 credit,2021-12-22,R$ 10547.9
447416760995,DEBIT 333067,2021-06-03,R$ 11726.7
255541826046,CREDIT TYPE 322931,2020-09-18,R$ 12199.3
774463871553,debit card 65834,2020-07-10,R$ 4809.9
31691588327,377818 debit card 711009,2022-10-14,R$ 1843.3
916089543181,boleto 485113,2022-03-24,R$ 14437.0
537718118852,996374 credit 828647,2020-02-23,R$ 2642.0
916089543181,643214 debit card,2022-02-12,R$ 14742.0
375616648160,DEBIT 259207,2021-10-03,R$ 13883.3
94854400223,59667 pix 776898,2021-09-11,R$ 15065.7
280232672886,652079 CREDIT TYPE,2021-07-23,R$ 14098.1
991878575072,645276 credit_card 757261,2022-08-25,R$ 348.3
550322955051,581114 credit,2022-10-07,R$ 2188.3
396813913637,810774 DEBIT 354820,2021-05-07,R$ 9675.2
727387933243,972253 PIX 968164,2020-02-07,R$ 4719.2
112269020567,957725 boleto 85131,2022-10-22,R$ 3303.0
280232672886,PIX 183937,2022-12-21,R$ 7551.3
375616648160,debit card 65834,2020-01-27,R$ 15373.5
806716553933,799853 PIX@@ 568668,2020-11-18,R$ 14377.6
537718118852,111434 BOLETO++ 134017,2021-04-17,R$ 13617.4
970765234831,258599 boleto 496515,2021-05-14,R$ 13154.3
681306632429,credit 753881,2021-04-25,R$ 7858.0
515648004009,debit card 482312,2020-05-11,R$ 14776.2
31691588327,debit card 953681,2020-01-19,R$ 957.1
991878575072,145326 piX,2020-05-18,R$ 7920.7
634087794043,14912 credit MASTERCARD,2023-01-30,R$ 2418.3
286257776252,255287 debit card 668759,2021-12-26,R$ 12440.5
515648004009,563304 PIX@@ 718841,2022-11-02,R$ 9887.1
580873576795,377818 debit card 711009,2023-03-24,R$ 13610.8
264206396408,PIX@@ 914385,2022-11-24,R$ 132.0
144886524133,844044 debit card 124230,2021-06-24,R$ 2769.2
557477458248,194169 BOLETO++ 244941,2020-03-04,R$ 1417.6
920013963772,PIX@@ 172359,2021-03-31,R$ 441.5
241143435764,844044 debit card 124230,2021-10-29,R$ 7409.0
285060886299,564962 piX,2021-10-27,R$ 2630.3
80944542022,debit card 194002,2020-09-24,R$ 2281.1
677039694449,credit_card 310556,2022-11-24,R$ 15545.8
255541826046,973555 Boleto,2021-06-17,R$ 3900.5
580873576795,957521 CREDIT TYPE 86491,2022-11-25,R$ 15373.0
288349499752,boleto 874254,2021-12-30,R$ 12678.3
729179824618,543573 CREDIT TYPE,2022-10-15,R$ 11242.8
280232672886,PIX@@ 834638,2021-07-17,R$ 11085.3
472648277876,338696 Boleto 991835,2021-06-29,R$ 8674.4
286257776252,107574 BOLETO++ 493423,2021-03-01,R$ 2559.4
276397454361,782722 debit card,2020-12-24,R$ 11194.3
264206396408,piX 375466,2021-07-26,R$ 9891.6
264206396408,290267 debit card 28249,2023-01-09,R$ 7703.4
916089543181,credit ELO 95392,2020-04-26,R$ 1213.6
408872306889,154008 Boleto,2021-11-10,R$ 1053.2
112269020567,59667 pix 776898,2020-04-30,R$ 5985.7
537718118852,634620 credit MASTERCARD,2023-03-06,R$ 892.7
916089543181,DEBIT 837568,2023-03-03,R$ 9034.1
916089543181,credit 753881,2022-02-23,R$ 4046.4
681306632429,DEBIT 479217,2020-07-17,R$ 10860.4
344181374711,DEBIT 837568,2021-09-02,R$ 14629.0
677039694449,136536 Pix 137081,2021-05-10,R$ 11560.2
681306632429,777675 credit ELO,2022-11-26,R$ 459.8
288778337071,782698 PIX@@ 14597,2022-03-24,R$ 13588.6
80944542022,202934 PIX@@ 357298,2020-03-08,R$ 8220.8
671730620024,365675 debit card 82682,2020-07-18,R$ 2089.5
276397454361,credit ELO 974158,2020-06-09,R$ 5971.9
447416760995,667926 credit_card,2022-11-03,R$ 4697.1
375616648160,542972 Pix,2022-10-06,R$ 15129.1
446039262566,420301 boleto,2022-06-07,R$ 15231.6
909987131450,563478 BOLETO++,2022-05-29,R$ 12184.9
94854400223,credit_card 310556,2020-08-11,R$ 14245.5
396813913637,100994 piX 582431,2022-09-12,R$ 7554.9
677039694449,DEBIT 307842,2020-09-29,R$ 5634.5
112269020567,338696 Boleto 991835,2020-04-06,R$ 12473.9
238954566695,563478 BOLETO++,2020-04-25,R$ 11025.9
559423839138,107574 BOLETO++ 493423,2022-08-14,R$ 6026.1
681306632429,boleto 999928,2022-01-08,R$ 10476.0
806716553933,credit MASTERCARD 503875,2022-06-19,R$ 3785.1
727387933243,102057 pix 975399,2021-02-09,R$ 13324.0
364560919590,138012 credit 856499,2022-04-10,R$ 12580.3
666005766278,165489 credit MASTERCARD 476245,2020-08-21,R$ 7391.3
280232672886,560641 piX,2020-04-08,R$ 12266.1
472648277876,810774 DEBIT 354820,2022-10-29,R$ 1457.5
276397454361,DEBIT 660543,2020-06-29,R$ 14642.6
472648277876,572427 piX,2022-10-19,R$ 1651.6
396813913637,DEBIT 112369,2022-09-15,R$ 10451.8
288778337071,Pix 323856,2021-09-21,R$ 7666.4
285060886299,DEBIT 307842,2021-11-25,R$ 14161.3
729179824618,268645 Boleto,2021-08-03,R$ 11798.6
271043982658,DEBIT 154998,2022-07-17,R$ 12644.8
215553816837,628762 debit card 476766,2023-03-22,R$ 14023.5
298728267101,247601 pix,2021-07-11,R$ 13040.1
179211442849,PIX@@ 914385,2021-03-19,R$ 12830.6
375616648160,521358 credit ELO,2020-03-10,R$ 10598.5
671730620024,357675 PIX@@ 990078,2020-04-01,R$ 573.2
246014869667,766217 debit card 890719,2022-03-17,R$ 15425.3
276397454361,220690 Boleto 349029,2020-08-18,R$ 12758.4
179211442849,911948 debit card 447240,2020-03-01,R$ 11284.1
396813913637,357675 PIX@@ 990078,2021-10-09,R$ 1864.2
594284671075,249035 DEBIT,2022-12-03,R$ 6010.2
447416760995,642441 BOLETO++ 264367,2021-09-15,R$ 12758.3
563249531684,378039 credit,2021-05-16,R$ 7663.7
729179824618,850276 credit,2021-08-14,R$ 4048.9
874586818177,850276 credit,2021-01-09,R$ 11027.4
64917395004,credit 594981,2021-10-02,R$ 1380.5
264206396408,959565 boleto 355660,2021-08-25,R$ 13556.6
99916484487,PIX 279638,2021-09-02,R$ 10779.1
368068609741,533638 debit card,2022-04-20,R$ 14909.7
432181322622,Pix 53626,2020-03-02,R$ 2140.0
80944542022,credit MASTERCARD 702942,2020-05-27,R$ 2112.6
472648277876,696907 DEBIT,2020-04-07,R$ 15563.4
611332772073,DEBIT 333067,2020-09-03,R$ 4046.6
634087794043,982484 debit card 25249,2023-01-08,R$ 2590.3
346748702943,440893 debit card,2022-12-07,R$ 9029.5
288778337071,credit 597169,2020-07-14,R$ 1203.8
786587308278,642441 BOLETO++ 264367,2020-11-17,R$ 2713.1
435001420498,boleto 435189,2020-04-05,R$ 10596.7
108108596669,764880 Pix,2022-11-20,R$ 4635.8
276397454361,BOLETO++ 980588,2020-07-14,R$ 15174.6
576658664149,credit ELO 95392,2020-11-21,R$ 11726.0
576658664149,100994 piX 582431,2020-06-13,R$ 10407.5
298728267101,credit_card 364090,2022-04-16,R$ 10309.7
375616648160,PIX@@ 834638,2021-11-01,R$ 8050.7
557477458248,959565 boleto 355660,2023-01-11,R$ 11586.7
790761018077,CREDIT TYPE 750483,2021-01-05,R$ 3484.9
768789776296,pix 742984,2020-06-27,R$ 6562.5
472648277876,credit_card 98311,2021-10-31,R$ 1648.4
806716553933,92862 credit ELO,2020-07-02,R$ 4252.4
280232672886,202934 PIX@@ 357298,2021-03-07,R$ 5039.9
280232672886,845654 DEBIT 351895,2020-11-23,R$ 322.1
80944542022,PIX@@ 773440,2022-03-21,R$ 15353.8
286257776252,135572 debit card 379453,2022-11-19,R$ 11424.3
408872306889,CREDIT TYPE 322931,2022-10-18,R$ 7256.2
768789776296,711921 credit_card,2021-12-10,R$ 8839.9
375616648160,768887 BOLETO 748323,2020-01-06,R$ 12510.4
285060886299,957725 boleto 85131,2020-01-16,R$ 8564.6
866988917063,973555 Boleto,2023-01-24,R$ 10504.1
255541826046,69933 debit card 165450,2022-06-13,R$ 2663.8
806716553933,20184 DEBIT 873039,2023-01-25,R$ 9923.0
36738166061,Boleto 719751,2021-01-14,R$ 12100.2
472648277876,826493 credit,2020-02-21,R$ 6500.8
285060886299,BOLETO++ 645556,2021-06-05,R$ 8386.8
94854400223,boleto 485113,2021-04-13,R$ 8987.2
286257776252,boleto 999928,2021-08-20,R$ 1556.8
271043982658,222730 CREDIT TYPE 866028,2022-01-26,R$ 14893.4
786587308278,338696 Boleto 991835,2020-01-04,R$ 7181.9
774463871553,764880 Pix,2020-10-18,R$ 12239.1
346748702943,886200 piX,2022-06-07,R$ 516.9
198700429310,PIX 279638,2020-02-21,R$ 1186.0
786587308278,521358 credit ELO,2022-09-22,R$ 1572.7
438089492676,628762 debit card 476766,2021-05-03,R$ 9743.2
255541826046,795256 credit MASTERCARD,2022-09-10,R$ 7572.9
390322188868,204407 BOLETO++ 997399,2022-04-13,R$ 9176.9
435001420498,603230 pix 486771,2022-04-05,R$ 604.6
264206396408,377818 debit card 711009,2022-12-24,R$ 12673.1
515648004009,335791 PIX@@,2020-03-24,R$ 6816.8
99916484487,DEBIT 154998,2022-01-26,R$ 7663.3
31691588327,888644 Boleto 965186,2021-07-24,R$ 11780.1
99916484487,229097 PIX 211447,2022-05-25,R$ 14058.5
144886524133,pix 987256,2022-08-11,R$ 10782.7
364560919590,907490 debit card,2020-05-07,R$ 9828.1
909987131450,719558 PIX@@ 826024,2021-12-03,R$ 13440.9
786587308278,170985 credit_card 426045,2021-10-20,R$ 10334.8
103113440676,DEBIT 957515,2020-02-15,R$ 14093.1
396813913637,pix 532490,2020-07-11,R$ 11807.7
215553816837,182953 BOLETO++,2022-02-28,R$ 1384.9
550322955051,111434 BOLETO++ 134017,2021-08-21,R$ 15154.4
408872306889,921266 Pix,2020-12-03,R$ 13857.8
31691588327,799227 BOLETO++ 513703,2023-01-12,R$ 1946.7
677039694449,80393 CREDIT TYPE 75296,2021-12-06,R$ 12659.0
241143435764,184934 BOLETO,2022-12-01,R$ 14827.0
457509068524,credit MASTERCARD 177735,2020-08-30,R$ 12980.5
768789776296,80393 CREDIT TYPE 75296,2020-06-21,R$ 15368.1
554496297587,263996 DEBIT 611501,2021-11-30,R$ 11208.8
524612336731,972253 PIX 968164,2021-01-05,R$ 7411.8
213868862794,154008 Boleto,2021-10-16,R$ 6946.9
215553816837,34642 debit card,2021-08-24,R$ 5301.7
594284671075,296880 credit ELO 893128,2023-03-29,R$ 7389.6
916089543181,719558 PIX@@ 826024,2022-06-27,R$ 11262.4
144886524133,771334 PIX@@ 159395,2022-07-01,R$ 4280.7
768789776296,170985 credit_card 426045,2021-12-13,R$ 2176.7
213868862794,642441 BOLETO++ 264367,2022-04-12,R$ 9903.5
80944542022,290267 debit card 28249,2022-03-04,R$ 4193.7
346748702943,Boleto 565104,2020-12-24,R$ 4366.4
859675575665,116867 DEBIT 838793,2021-03-26,R$ 8070.9
144886524133,202934 PIX@@ 357298,2022-11-23,R$ 11628.6
446039262566,335791 PIX@@,2022-07-13,R$ 4170.5
569693067703,494004 credit_card,2020-11-26,R$ 5590.0
36738166061,piX 820755,2021-07-29,R$ 10987.4
390322188868,190664 credit ELO,2021-12-11,R$ 11906.0
435001420498,153793 BOLETO,2021-10-24,R$ 7963.6
790761018077,888644 Boleto 965186,2020-12-01,R$ 2140.0
671730620024,542972 Pix,2021-05-06,R$ 4722.1
276397454361,151708 piX 378184,2021-10-13,R$ 8771.2
18941584806,583324 BOLETO 858014,2021-10-05,R$ 15394.6
280232672886,145326 piX,2020-04-23,R$ 5214.7
144886524133,CREDIT TYPE 986288,2022-07-01,R$ 9717.2
671730620024,credit MASTERCARD 220266,2022-09-30,R$ 1066.0
435001420498,193874 PIX@@,2022-05-15,R$ 3198.1
264206396408,850373 DEBIT,2021-02-06,R$ 12121.3
859675575665,135572 debit card 379453,2022-05-17,R$ 5499.1
457509068524,BOLETO++ 506888,2020-08-03,R$ 3197.2
681306632429,911948 debit card 447240,2020-03-19,R$ 4309.9
271043982658,616690 CREDIT TYPE 887386,2022-09-24,R$ 459.3
790761018077,605130 credit_card 282851,2020-10-09,R$ 2928.7
790761018077,903694 credit ELO 614209,2022-09-15,R$ 11862.6
671730620024,boleto 289551,2022-10-28,R$ 14116.2
924529270294,DEBIT 162341,2022-03-11,R$ 13916.6
774463871553,43997 PIX 395126,2022-03-02,R$ 6395.9
288778337071,616690 CREDIT TYPE 887386,2021-03-08,R$ 8052.7
271043982658,165489 credit MASTERCARD 476245,2022-03-22,R$ 5256.5
871606777479,Pix 152683,2020-04-23,R$ 11173.9
435001420498,793986 credit_card 255657,2020-02-27,R$ 10704.0
457509068524,CREDIT TYPE 500488,2021-09-30,R$ 1939.6
594284671075,769959 Boleto,2021-08-03,R$ 11338.9
559423839138,111434 BOLETO++ 134017,2022-08-16,R$ 3541.6
432181322622,839638 DEBIT,2021-12-29,R$ 9625.4
634087794043,135457 CREDIT TYPE 389784,2023-01-20,R$ 2816.0
859675575665,206035 Pix,2020-08-05,R$ 5617.6
387198526728,249035 DEBIT,2022-07-01,R$ 5445.2
298728267101,boleto 494177,2020-06-08,R$ 9476.2
286257776252,107574 BOLETO++ 493423,2023-02-13,R$ 2273.8
554496297587,420301 boleto,2021-11-11,R$ 1068.8
576658664149,405638 credit_card 59879,2021-03-19,R$ 8707.3
681306632429,debit card 194002,2021-10-15,R$ 3372.3
286257776252,883740 credit 137718,2022-01-25,R$ 5463.3
483464196913,180533 DEBIT,2022-08-07,R$ 12612.8
31691588327,credit MASTERCARD 220266,2020-09-05,R$ 12212.2
280232672886,6121 credit_card 602452,2023-01-21,R$ 6018.1
271043982658,912192 DEBIT,2021-07-29,R$ 12470.8
288349499752,credit MASTERCARD 791721,2021-12-08,R$ 3391.4
666005766278,151708 piX 378184,2022-03-22,R$ 9076.8
396813913637,piX 375466,2022-12-18,R$ 3078.6
383150154920,20184 DEBIT 873039,2022-04-11,R$ 465.3
144886524133,417154 debit card 609634,2022-04-23,R$ 11197.1
569693067703,credit ELO 974158,2022-08-18,R$ 8001.5
